"","ID","Income.Group"
"268",32829,"0"
"269",32830,"0"
"270",32831,"0"
"271",32832,"0"
"272",32833,"0"
"273",32834,"1"
"274",32835,"0"
"275",32836,"0"
"276",32837,"0"
"277",32838,"0"
"278",32839,"0"
"279",32840,"1"
"280",32841,"0"
"281",32842,"0"
"282",32843,"0"
"283",32844,"0"
"284",32845,"0"
"285",32846,"1"
"286",32847,"0"
"287",32848,"0"
"288",32849,"1"
"289",32850,"0"
"290",32851,"0"
"291",32852,"0"
"292",32853,"0"
"293",32854,"0"
"294",32855,"0"
"295",32856,"0"
"296",32857,"0"
"297",32858,"0"
"298",32859,"0"
"299",32860,"0"
"300",32861,"0"
"301",32862,"0"
"302",32863,"0"
"303",32864,"0"
"304",32865,"0"
"305",32866,"0"
"306",32867,"0"
"307",32868,"0"
"308",32869,"0"
"309",32870,"1"
"310",32871,"0"
"311",32872,"1"
"312",32873,"0"
"313",32874,"0"
"314",32875,"0"
"315",32876,"0"
"316",32877,"0"
"317",32878,"0"
"318",32879,"0"
"319",32880,"1"
"320",32881,"0"
"321",32882,"0"
"322",32883,"1"
"323",32884,"0"
"324",32885,"0"
"325",32886,"0"
"326",32887,"1"
"327",32888,"0"
"328",32889,"0"
"329",32890,"0"
"330",32891,"1"
"331",32892,"0"
"332",32893,"0"
"333",32894,"0"
"334",32895,"0"
"335",32896,"1"
"336",32897,"0"
"337",32898,"0"
"338",32899,"0"
"339",32900,"0"
"340",32901,"0"
"341",32902,"0"
"342",32903,"0"
"343",32904,"0"
"344",32905,"1"
"345",32906,"0"
"346",32907,"0"
"347",32908,"0"
"348",32909,"0"
"349",32910,"0"
"350",32911,"0"
"351",32912,"0"
"352",32913,"0"
"353",32914,"0"
"354",32915,"0"
"355",32916,"0"
"356",32917,"1"
"357",32918,"0"
"358",32919,"1"
"359",32920,"0"
"360",32921,"0"
"361",32922,"0"
"362",32923,"0"
"363",32924,"0"
"364",32925,"0"
"365",32926,"0"
"366",32927,"1"
"367",32928,"1"
"368",32929,"1"
"369",32930,"1"
"370",32931,"0"
"371",32932,"0"
"372",32933,"0"
"373",32934,"0"
"374",32935,"1"
"375",32936,"0"
"376",32937,"0"
"377",32938,"1"
"378",32939,"0"
"379",32940,"0"
"380",32941,"0"
"381",32942,"0"
"382",32943,"0"
"383",32944,"1"
"384",32945,"0"
"385",32946,"0"
"386",32947,"0"
"387",32948,"0"
"388",32949,"0"
"389",32950,"0"
"390",32951,"0"
"391",32952,"0"
"392",32953,"0"
"393",32954,"0"
"394",32955,"0"
"395",32956,"0"
"396",32957,"0"
"397",32958,"1"
"398",32959,"0"
"399",32960,"1"
"400",32961,"1"
"401",32962,"0"
"402",32963,"0"
"403",32964,"0"
"404",32965,"0"
"405",32966,"0"
"406",32967,"0"
"407",32968,"0"
"408",32969,"0"
"409",32970,"0"
"410",32971,"1"
"411",32972,"0"
"412",32973,"0"
"413",32974,"0"
"414",32975,"0"
"415",32976,"0"
"416",32977,"0"
"417",32978,"0"
"418",32979,"0"
"419",32980,"1"
"420",32981,"0"
"421",32982,"0"
"422",32983,"0"
"423",32984,"0"
"424",32985,"0"
"425",32986,"0"
"426",32987,"0"
"427",32988,"0"
"428",32989,"0"
"429",32990,"0"
"430",32991,"0"
"431",32992,"0"
"432",32993,"0"
"433",32994,"0"
"434",32995,"0"
"435",32996,"0"
"436",32997,"1"
"437",32998,"1"
"438",32999,"0"
"439",33000,"0"
"440",33001,"1"
"441",33002,"0"
"442",33003,"1"
"443",33004,"0"
"444",33005,"0"
"445",33006,"0"
"446",33007,"1"
"447",33008,"1"
"448",33009,"0"
"449",33010,"0"
"450",33011,"0"
"451",33012,"0"
"452",33013,"0"
"453",33014,"1"
"454",33015,"0"
"455",33016,"0"
"456",33017,"0"
"457",33018,"0"
"458",33019,"1"
"459",33020,"0"
"460",33021,"0"
"461",33022,"0"
"462",33023,"0"
"463",33024,"1"
"464",33025,"0"
"465",33026,"0"
"466",33027,"0"
"467",33028,"1"
"468",33029,"0"
"469",33030,"0"
"470",33031,"0"
"471",33032,"0"
"472",33033,"0"
"473",33034,"0"
"474",33035,"0"
"475",33036,"0"
"476",33037,"0"
"477",33038,"0"
"478",33039,"0"
"479",33040,"0"
"480",33041,"0"
"481",33042,"1"
"482",33043,"0"
"483",33044,"0"
"484",33045,"0"
"485",33046,"0"
"486",33047,"0"
"487",33048,"0"
"488",33049,"0"
"489",33050,"0"
"490",33051,"0"
"491",33052,"0"
"492",33053,"0"
"493",33054,"0"
"494",33055,"0"
"495",33056,"0"
"496",33057,"1"
"497",33058,"0"
"498",33059,"0"
"499",33060,"0"
"500",33061,"0"
"501",33062,"0"
"502",33063,"0"
"503",33064,"1"
"504",33065,"0"
"505",33066,"0"
"506",33067,"0"
"507",33068,"0"
"508",33069,"1"
"509",33070,"0"
"510",33071,"0"
"511",33072,"0"
"512",33073,"0"
"513",33074,"0"
"514",33075,"0"
"515",33076,"0"
"516",33077,"0"
"517",33078,"0"
"518",33079,"0"
"519",33080,"1"
"520",33081,"0"
"521",33082,"0"
"522",33083,"0"
"523",33084,"1"
"524",33085,"0"
"525",33086,"1"
"526",33087,"0"
"527",33088,"1"
"528",33089,"0"
"529",33090,"0"
"530",33091,"1"
"531",33092,"0"
"532",33093,"0"
"533",33094,"0"
"534",33095,"0"
"535",33096,"0"
"536",33097,"1"
"537",33098,"0"
"538",33099,"0"
"539",33100,"0"
"540",33101,"0"
"541",33102,"0"
"542",33103,"1"
"543",33104,"0"
"544",33105,"0"
"545",33106,"1"
"546",33107,"1"
"547",33108,"1"
"548",33109,"0"
"549",33110,"0"
"550",33111,"0"
"551",33112,"0"
"552",33113,"0"
"553",33114,"1"
"554",33115,"0"
"555",33116,"0"
"556",33117,"1"
"557",33118,"1"
"558",33119,"1"
"559",33120,"1"
"560",33121,"0"
"561",33122,"0"
"562",33123,"0"
"563",33124,"1"
"564",33125,"0"
"565",33126,"0"
"566",33127,"0"
"567",33128,"0"
"568",33129,"0"
"569",33130,"0"
"570",33131,"0"
"571",33132,"1"
"572",33133,"0"
"573",33134,"0"
"574",33135,"0"
"575",33136,"1"
"576",33137,"0"
"577",33138,"0"
"578",33139,"0"
"579",33140,"1"
"580",33141,"0"
"581",33142,"0"
"582",33143,"1"
"583",33144,"0"
"584",33145,"0"
"585",33146,"0"
"586",33147,"0"
"587",33148,"0"
"588",33149,"1"
"589",33150,"0"
"590",33151,"0"
"591",33152,"0"
"592",33153,"0"
"593",33154,"0"
"594",33155,"0"
"595",33156,"1"
"596",33157,"0"
"597",33158,"0"
"598",33159,"1"
"599",33160,"0"
"600",33161,"0"
"601",33162,"0"
"602",33163,"0"
"603",33164,"0"
"604",33165,"1"
"605",33166,"0"
"606",33167,"0"
"607",33168,"0"
"608",33169,"0"
"609",33170,"0"
"610",33171,"0"
"611",33172,"0"
"612",33173,"1"
"613",33174,"0"
"614",33175,"0"
"615",33176,"0"
"616",33177,"0"
"617",33178,"0"
"618",33179,"0"
"619",33180,"0"
"620",33181,"1"
"621",33182,"0"
"622",33183,"0"
"623",33184,"0"
"624",33185,"0"
"625",33186,"0"
"626",33187,"1"
"627",33188,"1"
"628",33189,"1"
"629",33190,"0"
"630",33191,"0"
"631",33192,"0"
"632",33193,"0"
"633",33194,"0"
"634",33195,"0"
"635",33196,"0"
"636",33197,"1"
"637",33198,"0"
"638",33199,"0"
"639",33200,"0"
"640",33201,"0"
"641",33202,"0"
"642",33203,"0"
"643",33204,"1"
"644",33205,"1"
"645",33206,"0"
"646",33207,"0"
"647",33208,"0"
"648",33209,"1"
"649",33210,"0"
"650",33211,"0"
"651",33212,"0"
"652",33213,"0"
"653",33214,"0"
"654",33215,"0"
"655",33216,"1"
"656",33217,"0"
"657",33218,"1"
"658",33219,"0"
"659",33220,"0"
"660",33221,"0"
"661",33222,"1"
"662",33223,"0"
"663",33224,"0"
"664",33225,"0"
"665",33226,"0"
"666",33227,"0"
"667",33228,"0"
"668",33229,"0"
"669",33230,"0"
"670",33231,"0"
"671",33232,"0"
"672",33233,"0"
"673",33234,"0"
"674",33235,"1"
"675",33236,"0"
"676",33237,"0"
"677",33238,"0"
"678",33239,"0"
"679",33240,"0"
"680",33241,"1"
"681",33242,"0"
"682",33243,"0"
"683",33244,"0"
"684",33245,"0"
"685",33246,"0"
"686",33247,"0"
"687",33248,"1"
"688",33249,"0"
"689",33250,"0"
"690",33251,"0"
"691",33252,"1"
"692",33253,"0"
"693",33254,"1"
"694",33255,"0"
"695",33256,"0"
"696",33257,"0"
"697",33258,"0"
"698",33259,"0"
"699",33260,"1"
"700",33261,"1"
"701",33262,"0"
"702",33263,"1"
"703",33264,"0"
"704",33265,"0"
"705",33266,"0"
"706",33267,"0"
"707",33268,"1"
"708",33269,"0"
"709",33270,"1"
"710",33271,"1"
"711",33272,"0"
"712",33273,"0"
"713",33274,"0"
"714",33275,"0"
"715",33276,"0"
"716",33277,"0"
"717",33278,"0"
"718",33279,"0"
"719",33280,"1"
"720",33281,"1"
"721",33282,"0"
"722",33283,"1"
"723",33284,"0"
"724",33285,"0"
"725",33286,"0"
"726",33287,"0"
"727",33288,"1"
"728",33289,"0"
"729",33290,"0"
"730",33291,"0"
"731",33292,"0"
"732",33293,"0"
"733",33294,"1"
"734",33295,"0"
"735",33296,"0"
"736",33297,"0"
"737",33298,"0"
"738",33299,"0"
"739",33300,"0"
"740",33301,"0"
"741",33302,"0"
"742",33303,"0"
"743",33304,"0"
"744",33305,"0"
"745",33306,"0"
"746",33307,"0"
"747",33308,"0"
"748",33309,"0"
"749",33310,"1"
"750",33311,"0"
"751",33312,"1"
"752",33313,"1"
"753",33314,"0"
"754",33315,"0"
"755",33316,"0"
"756",33317,"0"
"757",33318,"0"
"758",33319,"0"
"759",33320,"0"
"760",33321,"0"
"761",33322,"0"
"762",33323,"0"
"763",33324,"0"
"764",33325,"0"
"765",33326,"0"
"766",33327,"0"
"767",33328,"0"
"768",33329,"0"
"769",33330,"0"
"770",33331,"1"
"771",33332,"0"
"772",33333,"0"
"773",33334,"0"
"774",33335,"0"
"775",33336,"0"
"776",33337,"1"
"777",33338,"1"
"778",33339,"0"
"779",33340,"0"
"780",33341,"0"
"781",33342,"0"
"782",33343,"0"
"783",33344,"0"
"784",33345,"0"
"785",33346,"0"
"786",33347,"1"
"787",33348,"0"
"788",33349,"0"
"789",33350,"0"
"790",33351,"0"
"791",33352,"0"
"792",33353,"0"
"793",33354,"0"
"794",33355,"0"
"795",33356,"0"
"796",33357,"1"
"797",33358,"0"
"798",33359,"1"
"799",33360,"0"
"800",33361,"1"
"801",33362,"0"
"802",33363,"0"
"803",33364,"0"
"804",33365,"0"
"805",33366,"0"
"806",33367,"0"
"807",33368,"0"
"808",33369,"1"
"809",33370,"0"
"810",33371,"0"
"811",33372,"0"
"812",33373,"0"
"813",33374,"0"
"814",33375,"0"
"815",33376,"0"
"816",33377,"1"
"817",33378,"0"
"818",33379,"0"
"819",33380,"0"
"820",33381,"0"
"821",33382,"0"
"822",33383,"0"
"823",33384,"0"
"824",33385,"0"
"825",33386,"0"
"826",33387,"0"
"827",33388,"0"
"828",33389,"0"
"829",33390,"0"
"830",33391,"1"
"831",33392,"0"
"832",33393,"0"
"833",33394,"0"
"834",33395,"0"
"835",33396,"0"
"836",33397,"0"
"837",33398,"0"
"838",33399,"0"
"839",33400,"0"
"840",33401,"0"
"841",33402,"0"
"842",33403,"0"
"843",33404,"0"
"844",33405,"1"
"845",33406,"0"
"846",33407,"0"
"847",33408,"1"
"848",33409,"1"
"849",33410,"1"
"850",33411,"0"
"851",33412,"0"
"852",33413,"1"
"853",33414,"0"
"854",33415,"0"
"855",33416,"0"
"856",33417,"0"
"857",33418,"0"
"858",33419,"0"
"859",33420,"1"
"860",33421,"0"
"861",33422,"0"
"862",33423,"0"
"863",33424,"0"
"864",33425,"0"
"865",33426,"0"
"866",33427,"0"
"867",33428,"1"
"868",33429,"0"
"869",33430,"1"
"870",33431,"0"
"871",33432,"0"
"872",33433,"0"
"873",33434,"1"
"874",33435,"0"
"875",33436,"0"
"876",33437,"0"
"877",33438,"0"
"878",33439,"0"
"879",33440,"1"
"880",33441,"1"
"881",33442,"0"
"882",33443,"0"
"883",33444,"1"
"884",33445,"0"
"885",33446,"0"
"886",33447,"1"
"887",33448,"0"
"888",33449,"1"
"889",33450,"0"
"890",33451,"1"
"891",33452,"0"
"892",33453,"0"
"893",33454,"0"
"894",33455,"0"
"895",33456,"0"
"896",33457,"0"
"897",33458,"0"
"898",33459,"0"
"899",33460,"0"
"900",33461,"1"
"901",33462,"0"
"902",33463,"0"
"903",33464,"0"
"904",33465,"0"
"905",33466,"0"
"906",33467,"1"
"907",33468,"0"
"908",33469,"0"
"909",33470,"1"
"910",33471,"0"
"911",33472,"0"
"912",33473,"0"
"913",33474,"0"
"914",33475,"0"
"915",33476,"1"
"916",33477,"0"
"917",33478,"0"
"918",33479,"0"
"919",33480,"0"
"920",33481,"0"
"921",33482,"1"
"922",33483,"1"
"923",33484,"1"
"924",33485,"1"
"925",33486,"0"
"926",33487,"0"
"927",33488,"0"
"928",33489,"0"
"929",33490,"0"
"930",33491,"0"
"931",33492,"0"
"932",33493,"1"
"933",33494,"0"
"934",33495,"0"
"935",33496,"0"
"936",33497,"1"
"937",33498,"0"
"938",33499,"1"
"939",33500,"0"
"940",33501,"0"
"941",33502,"0"
"942",33503,"1"
"943",33504,"0"
"944",33505,"1"
"945",33506,"0"
"946",33507,"1"
"947",33508,"0"
"948",33509,"0"
"949",33510,"0"
"950",33511,"0"
"951",33512,"0"
"952",33513,"0"
"953",33514,"0"
"954",33515,"0"
"955",33516,"1"
"956",33517,"0"
"957",33518,"0"
"958",33519,"0"
"959",33520,"0"
"960",33521,"0"
"961",33522,"0"
"962",33523,"0"
"963",33524,"0"
"964",33525,"0"
"965",33526,"1"
"966",33527,"0"
"967",33528,"0"
"968",33529,"0"
"969",33530,"0"
"970",33531,"0"
"971",33532,"0"
"972",33533,"1"
"973",33534,"0"
"974",33535,"0"
"975",33536,"0"
"976",33537,"0"
"977",33538,"0"
"978",33539,"0"
"979",33540,"0"
"980",33541,"0"
"981",33542,"1"
"982",33543,"0"
"983",33544,"0"
"984",33545,"0"
"985",33546,"1"
"986",33547,"0"
"987",33548,"1"
"988",33549,"0"
"989",33550,"0"
"990",33551,"0"
"991",33552,"1"
"992",33553,"1"
"993",33554,"1"
"994",33555,"1"
"995",33556,"0"
"996",33557,"0"
"997",33558,"0"
"998",33559,"0"
"999",33560,"1"
"1000",33561,"0"
"1001",33562,"0"
"1002",33563,"0"
"1003",33564,"0"
"1004",33565,"0"
"1005",33566,"0"
"1006",33567,"0"
"1007",33568,"0"
"1008",33569,"0"
"1009",33570,"1"
"1010",33571,"0"
"1011",33572,"0"
"1012",33573,"0"
"1013",33574,"0"
"1014",33575,"0"
"1015",33576,"0"
"1016",33577,"1"
"1017",33578,"1"
"1018",33579,"0"
"1019",33580,"0"
"1020",33581,"0"
"1021",33582,"1"
"1022",33583,"0"
"1023",33584,"0"
"1024",33585,"0"
"1025",33586,"0"
"1026",33587,"1"
"1027",33588,"0"
"1028",33589,"1"
"1029",33590,"0"
"1030",33591,"0"
"1031",33592,"0"
"1032",33593,"0"
"1033",33594,"0"
"1034",33595,"1"
"1035",33596,"0"
"1036",33597,"0"
"1037",33598,"0"
"1038",33599,"0"
"1039",33600,"0"
"1040",33601,"0"
"1041",33602,"1"
"1042",33603,"0"
"1043",33604,"0"
"1044",33605,"0"
"1045",33606,"0"
"1046",33607,"1"
"1047",33608,"0"
"1048",33609,"0"
"1049",33610,"0"
"1050",33611,"0"
"1051",33612,"1"
"1052",33613,"0"
"1053",33614,"1"
"1054",33615,"0"
"1055",33616,"0"
"1056",33617,"1"
"1057",33618,"0"
"1058",33619,"0"
"1059",33620,"0"
"1060",33621,"0"
"1061",33622,"0"
"1062",33623,"0"
"1063",33624,"0"
"1064",33625,"0"
"1065",33626,"0"
"1066",33627,"0"
"1067",33628,"0"
"1068",33629,"0"
"1069",33630,"1"
"1070",33631,"1"
"1071",33632,"0"
"1072",33633,"0"
"1073",33634,"0"
"1074",33635,"0"
"1075",33636,"1"
"1076",33637,"1"
"1077",33638,"0"
"1078",33639,"0"
"1079",33640,"1"
"1080",33641,"0"
"1081",33642,"0"
"1082",33643,"0"
"1083",33644,"1"
"1084",33645,"0"
"1085",33646,"0"
"1086",33647,"0"
"1087",33648,"1"
"1088",33649,"0"
"1089",33650,"0"
"1090",33651,"1"
"1091",33652,"1"
"1092",33653,"0"
"1093",33654,"0"
"1094",33655,"0"
"1095",33656,"0"
"1096",33657,"0"
"1097",33658,"1"
"1098",33659,"1"
"1099",33660,"0"
"1100",33661,"0"
"1101",33662,"0"
"1102",33663,"1"
"1103",33664,"0"
"1104",33665,"0"
"1105",33666,"0"
"1106",33667,"0"
"1107",33668,"0"
"1108",33669,"0"
"1109",33670,"0"
"1110",33671,"0"
"1111",33672,"1"
"1112",33673,"0"
"1113",33674,"1"
"1114",33675,"0"
"1115",33676,"0"
"1116",33677,"0"
"1117",33678,"0"
"1118",33679,"0"
"1119",33680,"0"
"1120",33681,"0"
"1121",33682,"0"
"1122",33683,"1"
"1123",33684,"1"
"1124",33685,"0"
"1125",33686,"0"
"1126",33687,"0"
"1127",33688,"0"
"1128",33689,"1"
"1129",33690,"0"
"1130",33691,"0"
"1131",33692,"0"
"1132",33693,"1"
"1133",33694,"0"
"1134",33695,"0"
"1135",33696,"0"
"1136",33697,"0"
"1137",33698,"0"
"1138",33699,"0"
"1139",33700,"0"
"1140",33701,"0"
"1141",33702,"1"
"1142",33703,"0"
"1143",33704,"0"
"1144",33705,"0"
"1145",33706,"0"
"1146",33707,"0"
"1147",33708,"0"
"1148",33709,"0"
"1149",33710,"1"
"1150",33711,"0"
"1151",33712,"0"
"1152",33713,"0"
"1153",33714,"0"
"1154",33715,"1"
"1155",33716,"1"
"1156",33717,"0"
"1157",33718,"0"
"1158",33719,"1"
"1159",33720,"1"
"1160",33721,"0"
"1161",33722,"0"
"1162",33723,"0"
"1163",33724,"0"
"1164",33725,"0"
"1165",33726,"0"
"1166",33727,"0"
"1167",33728,"0"
"1168",33729,"0"
"1169",33730,"0"
"1170",33731,"0"
"1171",33732,"1"
"1172",33733,"0"
"1173",33734,"0"
"1174",33735,"0"
"1175",33736,"0"
"1176",33737,"0"
"1177",33738,"0"
"1178",33739,"0"
"1179",33740,"0"
"1180",33741,"0"
"1181",33742,"0"
"1182",33743,"0"
"1183",33744,"0"
"1184",33745,"0"
"1185",33746,"0"
"1186",33747,"0"
"1187",33748,"0"
"1188",33749,"0"
"1189",33750,"0"
"1190",33751,"0"
"1191",33752,"1"
"1192",33753,"0"
"1193",33754,"0"
"1194",33755,"0"
"1195",33756,"0"
"1196",33757,"0"
"1197",33758,"0"
"1198",33759,"0"
"1199",33760,"0"
"1200",33761,"0"
"1201",33762,"0"
"1202",33763,"0"
"1203",33764,"1"
"1204",33765,"0"
"1205",33766,"0"
"1206",33767,"0"
"1207",33768,"0"
"1208",33769,"0"
"1209",33770,"0"
"1210",33771,"0"
"1211",33772,"0"
"1212",33773,"0"
"1213",33774,"0"
"1214",33775,"0"
"1215",33776,"0"
"1216",33777,"0"
"1217",33778,"0"
"1218",33779,"0"
"1219",33780,"0"
"1220",33781,"0"
"1221",33782,"0"
"1222",33783,"0"
"1223",33784,"1"
"1224",33785,"0"
"1225",33786,"0"
"1226",33787,"0"
"1227",33788,"1"
"1228",33789,"1"
"1229",33790,"0"
"1230",33791,"1"
"1231",33792,"0"
"1232",33793,"0"
"1233",33794,"0"
"1234",33795,"1"
"1235",33796,"0"
"1236",33797,"0"
"1237",33798,"0"
"1238",33799,"0"
"1239",33800,"0"
"1240",33801,"1"
"1241",33802,"0"
"1242",33803,"1"
"1243",33804,"0"
"1244",33805,"0"
"1245",33806,"0"
"1246",33807,"1"
"1247",33808,"0"
"1248",33809,"0"
"1249",33810,"0"
"1250",33811,"1"
"1251",33812,"1"
"1252",33813,"0"
"1253",33814,"0"
"1254",33815,"0"
"1255",33816,"1"
"1256",33817,"0"
"1257",33818,"0"
"1258",33819,"0"
"1259",33820,"0"
"1260",33821,"0"
"1261",33822,"0"
"1262",33823,"0"
"1263",33824,"0"
"1264",33825,"0"
"1265",33826,"0"
"1266",33827,"0"
"1267",33828,"0"
"1268",33829,"0"
"1269",33830,"1"
"1270",33831,"0"
"1271",33832,"0"
"1272",33833,"0"
"1273",33834,"0"
"1274",33835,"1"
"1275",33836,"0"
"1276",33837,"0"
"1277",33838,"0"
"1278",33839,"0"
"1279",33840,"0"
"1280",33841,"0"
"1281",33842,"0"
"1282",33843,"0"
"1283",33844,"0"
"1284",33845,"0"
"1285",33846,"0"
"1286",33847,"0"
"1287",33848,"0"
"1288",33849,"0"
"1289",33850,"0"
"1290",33851,"1"
"1291",33852,"1"
"1292",33853,"0"
"1293",33854,"0"
"1294",33855,"0"
"1295",33856,"1"
"1296",33857,"0"
"1297",33858,"1"
"1298",33859,"0"
"1299",33860,"0"
"1300",33861,"0"
"1301",33862,"0"
"1302",33863,"0"
"1303",33864,"0"
"1304",33865,"0"
"1305",33866,"0"
"1306",33867,"0"
"1307",33868,"0"
"1308",33869,"0"
"1309",33870,"0"
"1310",33871,"0"
"1311",33872,"0"
"1312",33873,"1"
"1313",33874,"0"
"1314",33875,"0"
"1315",33876,"0"
"1316",33877,"0"
"1317",33878,"0"
"1318",33879,"0"
"1319",33880,"0"
"1320",33881,"1"
"1321",33882,"0"
"1322",33883,"0"
"1323",33884,"0"
"1324",33885,"1"
"1325",33886,"0"
"1326",33887,"0"
"1327",33888,"0"
"1328",33889,"0"
"1329",33890,"1"
"1330",33891,"0"
"1331",33892,"1"
"1332",33893,"0"
"1333",33894,"0"
"1334",33895,"0"
"1335",33896,"0"
"1336",33897,"0"
"1337",33898,"1"
"1338",33899,"0"
"1339",33900,"0"
"1340",33901,"0"
"1341",33902,"1"
"1342",33903,"0"
"1343",33904,"0"
"1344",33905,"0"
"1345",33906,"0"
"1346",33907,"1"
"1347",33908,"1"
"1348",33909,"0"
"1349",33910,"0"
"1350",33911,"0"
"1351",33912,"0"
"1352",33913,"0"
"1353",33914,"0"
"1354",33915,"0"
"1355",33916,"1"
"1356",33917,"0"
"1357",33918,"0"
"1358",33919,"0"
"1359",33920,"0"
"1360",33921,"1"
"1361",33922,"1"
